bundle_version,source_scope,source_file,row_kind,row_order,payload_json
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,14,"[""LMD-Bridge"",""LMD-Bridge.MEP"",""MEP-LB-LGT-1060"",""Street lighting and drainage works"",""31-Oct-26"",""25-Dec-26"","""","""",""21-Nov-26"",""4-Jan-27"",""0.0723"",""0.00"",""0.00"",""18"",""No"",""MEP""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,15,"[""LMD-Bridge"",""LMD-Bridge.FINISHING"",""FIN-LB-1070"",""Barriers, asphalt and road marking"",""20-Dec-26"",""18-Feb-27"","""","""",""10-Jan-27"",""28-Feb-27"",""0.0723"",""0.00"",""0.00"",""19"",""No"",""Finishing""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,16,"[""LMD-Bridge"",""LMD-Bridge.TESTING"",""TST-LB-1080"",""Load testing and handover inspections"",""20-Mar-27"",""24-Apr-27"","""","""",""10-Apr-27"",""4-May-27"",""0.0241"",""0.00"",""0.00"",""-51"",""Yes"",""QA/QC""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,17,"[""LMD-Bridge"",""LMD-Bridge.MILESTONE"",""KD-MS-9000"",""Substantial Completion"",""4-Apr-27"","""","""","""",""25-Apr-27"","""",""0.0120"",""0.00"",""0.00"",""-53"",""Yes"",""Project Controls""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,schema,0,"{""headers"":[""project_id"",""Activity ID"",""Activity Name"",""WBS"",""Baseline Start"",""Baseline Finish"",""Start"",""Finish"",""Actual Start"",""Actual Finish"",""Remaining Duration"",""Total Float"",""Free Float"",""Critical"",""Longest Path"",""Predecessors"",""Successors"",""Remaining Units"",""Budgeted Units"",""Physical % Complete""],""source_sha256"":""ee062c66330511c2e6375ce5bc385b3931cb441ede48fd9e8dde2a83665210c9""}"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,1,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""LB-MS-1000"",""Project Start Date"",""LMD-Bridge - P.03 - UP-26-JUN-26.KD.MI"",""20-Sep-25"","""",""20-Sep-25"","""",""20-Sep-25"","""",""0"",""0"",""0"",""No"",""Yes"","""",""LB-MOB-1010"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,2,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""LB-MS-1040"",""Structural Works Finish Date"",""LMD-Bridge - P.03 - UP-26-JUN-26.KD.MI"","""",""23-Oct-26"","""",""31-Mar-27"","""","""",""0"",""-118"",""0"",""Yes"",""No"","""",""LB-MS-1050"",""0.0"",""0"",""0.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,3,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""LB-MS-1050"",""Project Finish Date"",""LMD-Bridge - P.03 - UP-26-JUN-26.KD.MI"","""",""20-Feb-27"","""",""29-Jul-27"","""","""",""0"",""-151"",""0"",""Yes"",""Yes"",""LB-HO-1000"","""",""0.0"",""0"",""0.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,4,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AA-FORM-1040"",""Formwork readiness before Abutment A pile cap RFT (Abutment-A)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.A"",""3-Nov-25"",""9-Nov-25"",""12-Nov-25"",""26-Nov-25"",""12-Nov-25"",""26-Nov-25"",""0"",""-18"",""5"",""No"",""Yes"","""",""CON-LB-AA-RFT-1050"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,5,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AA-RFT-1050"",""RFT for Abutment A pile cap RFT (Abutment-A)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.A"",""6-Nov-25"",""16-Nov-25"",""15-Nov-25"",""3-Dec-25"",""15-Nov-25"",""3-Dec-25"",""0"",""-95"",""0"",""Yes"",""Yes"",""CON-LB-AA-FORM-1040"",""CON-LB-AA-CONC-1070"",""0.0"",""205.2"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,6,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AA-CONC-1070"",""Concrete casting after Abutment A pile cap RFT (Abutment-A)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.A"",""8-Nov-25"",""11-Nov-25"",""17-Nov-25"",""28-Nov-25"",""17-Nov-25"",""28-Nov-25"",""0"",""-95"",""2"",""No"",""No"",""CON-LB-AA-FORM-1040"",""LB-MS-1040"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,7,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P1-FORM-1050"",""Formwork readiness before Pier P1 starter bars RFT (Pier-P1)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P1"",""22-Nov-25"",""28-Nov-25"",""1-Dec-25"",""15-Dec-25"",""1-Dec-25"",""15-Dec-25"",""0"",""-43"",""5"",""Yes"",""Yes"","""",""CON-LB-P1-RFT-1060"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,8,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P1-RFT-1060"",""RFT for Pier P1 starter bars RFT (Pier-P1)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P1"",""25-Nov-25"",""5-Dec-25"",""4-Dec-25"",""22-Dec-25"",""4-Dec-25"",""22-Dec-25"",""0"",""-72"",""0"",""No"",""No"",""CON-LB-P1-FORM-1050"",""CON-LB-P1-CONC-1080"",""0.0"",""178.7"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,9,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P1-CONC-1080"",""Concrete casting after Pier P1 starter bars RFT (Pier-P1)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P1"",""27-Nov-25"",""30-Nov-25"",""6-Dec-25"",""17-Dec-25"",""6-Dec-25"",""17-Dec-25"",""0"",""0"",""2"",""No"",""No"",""CON-LB-P1-FORM-1050"",""LB-MS-1040"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,10,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P2-FORM-1060"",""Formwork readiness before Pier P2 shaft RFT (Pier-P2)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P2"",""11-Dec-25"",""22-Dec-25"",""9-Jan-26"",""28-Jan-26"",""9-Jan-26"",""28-Jan-26"",""0"",""-43"",""0"",""Yes"",""Yes"","""",""CON-LB-P2-RFT-1070"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,11,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P2-RFT-1070"",""RFT for Pier P2 shaft RFT (Pier-P2)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P2"",""14-Dec-25"",""29-Dec-25"",""12-Jan-26"",""4-Feb-26"",""12-Jan-26"",""4-Feb-26"",""0"",""-72"",""0"",""Yes"",""Yes"",""CON-LB-P2-FORM-1060"",""CON-LB-P2-CONC-1090"",""0.0"",""189.2"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,12,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-P2-CONC-1090"",""Concrete casting after Pier P2 shaft RFT (Pier-P2)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Pier.P2"",""16-Dec-25"",""19-Dec-25"",""14-Jan-26"",""25-Jan-26"",""14-Jan-26"",""25-Jan-26"",""0"",""-72"",""0"",""No"",""No"",""CON-LB-P2-FORM-1060"",""LB-MS-1040"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,13,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-DS-FORM-1070"",""Formwork readiness before Deck span diaphragm RFT (Deck-Span)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Deck.Span"",""30-Dec-25"",""5-Jan-26"",""28-Jan-26"",""11-Feb-26"",""28-Jan-26"",""11-Feb-26"",""0"",""0"",""2"",""No"",""Yes"","""",""CON-LB-DS-RFT-1080"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,14,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-DS-RFT-1080"",""RFT for Deck span diaphragm RFT (Deck-Span)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Deck.Span"",""2-Jan-26"",""12-Jan-26"",""31-Jan-26"",""18-Feb-26"",""31-Jan-26"",""18-Feb-26"",""0"",""12"",""0"",""Yes"",""No"",""CON-LB-DS-FORM-1070"",""CON-LB-DS-CONC-1100"",""0.0"",""204.3"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,15,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-DS-CONC-1100"",""Concrete casting after Deck span diaphragm RFT (Deck-Span)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Deck.Span"",""4-Jan-26"",""7-Jan-26"",""2-Feb-26"",""13-Feb-26"",""2-Feb-26"",""13-Feb-26"",""0"",""0"",""5"",""Yes"",""Yes"",""CON-LB-DS-FORM-1070"",""LB-MS-1040"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,16,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AB-FORM-1080"",""Formwork readiness before Abutment B wing wall RFT (Abutment-B)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.B"",""18-Jan-26"",""1-Feb-26"",""27-Jan-26"",""18-Feb-26"",""27-Jan-26"",""18-Feb-26"",""0"",""-18"",""5"",""Yes"",""No"","""",""CON-LB-AB-RFT-1090"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,17,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AB-RFT-1090"",""RFT for Abutment B wing wall RFT (Abutment-B)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.B"",""21-Jan-26"",""8-Feb-26"",""30-Jan-26"",""25-Feb-26"",""30-Jan-26"",""25-Feb-26"",""0"",""0"",""2"",""No"",""No"",""CON-LB-AB-FORM-1080"",""CON-LB-AB-CONC-1110"",""0.0"",""185.4"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04-p6_activity_export.csv,02-delay_analysis/unified_tia_csv/04-p6_activity_export.csv,data,18,"[""LMD-Bridge-P.03-UP-26-Jun-26"",""CON-LB-AB-CONC-1110"",""Concrete casting after Abutment B wing wall RFT (Abutment-B)"",""LMD-Bridge - P.03 - UP-26-JUN-26.CON.Abutment.B"",""23-Jan-26"",""26-Jan-26"",""1-Feb-26"",""12-Feb-26"",""1-Feb-26"",""12-Feb-26"",""0"",""-43"",""5"",""Yes"",""No"",""CON-LB-AB-FORM-1080"",""LB-MS-1040"",""0.0"",""0"",""1.0""]"
2026-08-15.lossless-project-input-bundle.v1,tia/04_p6_activity_register.csv,02-delay_analysis/unified_tia_csv/04_p6_activity_register.csv,schema,0,"{""headers"":[""project_id"",""schedule_version"",""activity_id"",""activity_name"",""wbs_code"",""activity_type"",""calendar_name"",""baseline_start"",""baseline_finish"",""actual_start"",""actual_finish"",""remaining_duration_days"",""total_float_days"",""free_float_days"",""is_critical"",""is_longest_path"",""physical_percent_complete"",""source_id"",""notes""],""source_sha256"":""5d3d50bcd18c61fb0247a7197fc26497f6d232bbc9f9d3e4567e66894cc1750a""}"
